document_id,clean_text,sentiment
493,repair damage country inflicted upon black people century demand reparation justice peace,Negative
494,nanzi plozi old bag event infrastructure pay offs party supporter pick one,Positive
495,wishful thinking,Neutral
496,twittercreators,Neutral
497,missed black history month video check black rep amp senator share important message month understanding past critical addressing challenge today,Negative
498,man charged murder portland ore shooting protest police violence,Neutral
499,another black mass shooting zero coverage msm,Negative
500,mon aug dc washington dc police tear gas protester watch dc,Neutral
501,picture,Neutral
502,black human struggle far like service support black history black education usd per month,Negative
503,fantastic program making difference needed,Positive
504,remembering countless others philly,Neutral
505,starting organize picture,Neutral
506,came visit new store yet join u saturday check new black owned store assembly row,Positive
507,may company die swift many dtpt,Positive
508,know made putin shit email lady uncle joe,Negative
509,faith without work equal death visit website like subscribe share,Neutral
510,still,Neutral
511,know black individual likely victim crime compared race check shocking statistic,Negative
512,honor sharing powerful message hope northwest african american museum series,Positive
513,day,Neutral
514,nanzi plozi old bag give u full transparency disclosure accountability sell bill event,Positive
515,starting organize older picture rally,Positive
516,watch pelosi hold weekly news conference via,Neutral
517,reprehensible person incredible amount power sad use money benefit others,Positive
518,defund,Neutral
519,state african american pro wrestling episode thanks panel,Positive
520,year later story malcolm x life still inspires always initially understood malcolm x full rage kind hate apparently particularly,Positive
521,teen accepted stanford writing time application,Neutral
522,repair damage country inflicted upon black people century demand reparation justice peace,Negative
523,black human struggle far like service support black history black education usd per month,Negative
524,day share favorite quote inspirational black figure,Positive
525,home short bike ride good get get leg moving busy day ahead preparing newest release,Positive
526,repair damage country inflicted upon black people century demand reparation justice peace,Negative
527,repair damage country inflicted upon black people century demand reparation justice peace,Negative
528,canada time talk police system serf protects wealthy white folk rest u explore,Positive
529,repair damage country inflicted upon black people century demand reparation justice peace,Negative
530,think switch finally flipped instead white non white r pocs non pocs worst fear non pocs come true otherized,Negative
531,trump destroy move hide document way door action indicative forced hurried regime change sign burning guilt,Negative
532,truth,Neutral
533,quiet quilt silence speaks language,Neutral
534,lift every voice sing till earth heaven ring ring harmony liberty james weldon johnson,Neutral
